iteration,episode_return_mean,episode_len_mean
0,17.75,17.732142857142858
1,17.666666666666668,17.649122807017545
2,16.796610169491526,16.779661016949152
3,17.20689655172414,17.189655172413794
4,17.23728813559322,17.16949152542373
5,15.2,15.184615384615384
6,15.507692307692308,15.492307692307692
7,17.719298245614034,17.666666666666668
8,17.821428571428573,17.821428571428573
9,17.24137931034483,17.24137931034483
10,17.50877192982456,17.50877192982456
11,17.928571428571427,17.892857142857142
12,16.262295081967213,16.262295081967213
13,18.272727272727273,18.21818181818182
14,17.98181818181818,17.98181818181818
15,20.4,20.36
16,17.571428571428573,17.571428571428573
17,17.5,17.46551724137931
18,18.51851851851852,18.51851851851852
19,19.352941176470587,19.313725490196077
20,20.02,19.98
21,19.634615384615383,19.596153846153847
22,19.01923076923077,19.0
23,18.666666666666668,18.62962962962963
24,19.313725490196077,19.313725490196077
25,19.941176470588236,19.941176470588236
26,19.86,19.8
27,19.037735849056602,18.9811320754717
28,18.64814814814815,18.61111111111111
29,19.607843137254903,19.568627450980394
30,20.0,19.96
31,19.705882352941178,19.666666666666668
32,21.25531914893617,21.21276595744681
33,20.14,20.1
34,18.867924528301888,18.849056603773583
35,19.50980392156863,19.50980392156863
36,20.08,20.06
37,19.92,19.92
38,20.632653061224488,20.53061224489796
39,19.627450980392158,19.58823529411765
40,20.04,20.04
41,19.134615384615383,19.115384615384617
42,20.448979591836736,20.448979591836736
43,20.163265306122447,20.142857142857142
44,20.653061224489797,20.510204081632654
45,19.862745098039216,19.84313725490196
46,19.134615384615383,19.115384615384617
47,20.0,19.98
48,19.403846153846153,19.384615384615383
49,21.21276595744681,21.148936170212767
50,20.979166666666668,20.958333333333332
51,20.081632653061224,20.081632653061224
52,20.854166666666668,20.770833333333332
53,20.895833333333332,20.895833333333332
54,20.428571428571427,20.428571428571427
55,19.21153846153846,19.21153846153846
56,19.92156862745098,19.92156862745098
57,19.88,19.86
58,20.916666666666668,20.916666666666668
59,21.19148936170213,21.148936170212767
