iteration,episode_return_mean,episode_len_mean
0,17.839285714285715,17.821428571428573
1,18.59259259259259,18.555555555555557
2,17.385964912280702,17.333333333333332
3,16.966101694915253,16.949152542372882
4,17.771929824561404,17.736842105263158
5,18.90566037735849,18.88679245283019
6,17.280701754385966,17.280701754385966
7,16.883333333333333,16.866666666666667
8,16.949152542372882,16.949152542372882
9,17.54385964912281,17.526315789473685
10,17.45614035087719,17.45614035087719
11,19.49019607843137,19.470588235294116
12,20.1,20.08
13,20.510204081632654,20.510204081632654
14,19.096153846153847,19.076923076923077
15,20.428571428571427,20.408163265306122
16,20.346938775510203,20.346938775510203
17,20.895833333333332,20.854166666666668
18,20.916666666666668,20.895833333333332
19,21.595744680851062,21.574468085106382
20,21.148936170212767,21.127659574468087
21,20.448979591836736,20.408163265306122
22,22.155555555555555,22.11111111111111
23,20.9375,20.916666666666668
24,21.02127659574468,20.97872340425532
25,20.6734693877551,20.632653061224488
26,19.365384615384617,19.365384615384617
27,21.73913043478261,21.717391304347824
28,22.044444444444444,22.044444444444444
29,22.177777777777777,22.155555555555555
30,21.145833333333332,21.125
31,20.95744680851064,20.95744680851064
32,21.82608695652174,21.76086956521739
33,21.4468085106383,21.382978723404257
34,21.23404255319149,21.085106382978722
35,20.46938775510204,20.46938775510204
36,20.32,20.24
37,21.0,20.9375
38,19.64,19.64
39,21.425531914893618,21.361702127659573
40,21.76086956521739,21.73913043478261
41,21.361702127659573,21.319148936170212
42,21.27659574468085,21.170212765957448
43,21.574468085106382,21.48936170212766
44,20.708333333333332,20.645833333333332
45,20.591836734693878,20.551020408163264
46,20.12,20.1
47,19.21153846153846,19.21153846153846
48,21.404255319148938,21.361702127659573
49,20.6875,20.666666666666668
50,21.0,20.9375
51,20.916666666666668,20.916666666666668
52,21.933333333333334,21.866666666666667
53,22.288888888888888,22.22222222222222
54,21.19148936170213,21.148936170212767
55,21.0625,21.0625
56,21.0,20.958333333333332
57,19.50980392156863,19.50980392156863
58,21.21276595744681,21.170212765957448
59,19.51923076923077,19.48076923076923
60,20.583333333333332,20.541666666666668
61,20.489795918367346,20.46938775510204
62,22.31111111111111,22.31111111111111
63,21.955555555555556,21.91111111111111
64,20.897959183673468,20.857142857142858
65,21.608695652173914,21.608695652173914
66,20.428571428571427,20.428571428571427
67,21.956521739130434,21.869565217391305
68,21.608695652173914,21.58695652173913
69,22.477272727272727,22.477272727272727
70,21.847826086956523,21.782608695652176
71,21.145833333333332,21.083333333333332
72,22.11111111111111,22.08888888888889
73,22.545454545454547,22.454545454545453
74,21.680851063829788,21.638297872340427
75,20.666666666666668,20.583333333333332
76,20.857142857142858,20.73469387755102
77,21.434782608695652,21.391304347826086
78,22.377777777777776,22.333333333333332
79,22.02173913043478,22.0
80,20.375,20.375
81,20.632653061224488,20.612244897959183
82,21.82608695652174,21.73913043478261
83,19.823529411764707,19.80392156862745
84,19.392156862745097,19.333333333333332
85,18.72222222222222,18.703703703703702
86,21.91304347826087,21.82608695652174
87,20.3265306122449,20.3265306122449
88,21.91304347826087,21.847826086956523
89,20.791666666666668,20.770833333333332
90,20.958333333333332,20.895833333333332
91,21.148936170212767,21.06382978723404
92,21.934782608695652,21.91304347826087
93,21.804347826086957,21.717391304347824
94,21.361702127659573,21.25531914893617
95,22.977272727272727,22.84090909090909
96,21.73913043478261,21.652173913043477
97,21.67391304347826,21.652173913043477
98,22.444444444444443,22.333333333333332
99,21.32608695652174,21.304347826086957
100,22.266666666666666,22.22222222222222
101,22.130434782608695,22.065217391304348
102,21.170212765957448,21.170212765957448
103,20.28,20.26
104,21.630434782608695,21.543478260869566
105,21.46808510638298,21.4468085106383
106,21.085106382978722,21.0
107,22.636363636363637,22.613636363636363
108,21.340425531914892,21.29787234042553
109,22.130434782608695,22.043478260869566
110,21.977777777777778,21.977777777777778
111,20.3,20.24
112,19.50980392156863,19.50980392156863
113,20.224489795918366,20.163265306122447
114,20.612244897959183,20.591836734693878
115,20.16,20.12
116,20.914893617021278,20.851063829787233
117,21.74468085106383,21.680851063829788
118,19.365384615384617,19.307692307692307
119,20.102040816326532,20.102040816326532
120,18.814814814814813,18.74074074074074
121,18.849056603773583,18.79245283018868
122,21.4468085106383,21.340425531914892
123,21.0,20.916666666666668
124,20.770833333333332,20.75
125,21.804347826086957,21.717391304347824
126,19.92,19.86
127,22.22222222222222,22.155555555555555
128,21.104166666666668,21.0625
129,21.04255319148936,21.0
130,22.266666666666666,22.244444444444444
131,20.895833333333332,20.875
132,22.42222222222222,22.355555555555554
133,21.340425531914892,21.29787234042553
134,20.666666666666668,20.645833333333332
135,20.32,20.28
136,21.822222222222223,21.822222222222223
137,21.76595744680851,21.659574468085108
138,20.875,20.833333333333332
139,20.8125,20.645833333333332
140,20.833333333333332,20.8125
141,20.04,19.98
142,21.76086956521739,21.73913043478261
143,22.266666666666666,22.244444444444444
144,22.288888888888888,22.22222222222222
145,21.82608695652174,21.695652173913043
146,17.70175438596491,17.68421052631579
147,20.02,19.96
148,21.382978723404257,21.340425531914892
149,20.708333333333332,20.666666666666668
150,21.020833333333332,20.958333333333332
151,20.306122448979593,20.285714285714285
152,23.13953488372093,23.11627906976744
153,22.466666666666665,22.333333333333332
154,21.041666666666668,21.0
155,22.266666666666666,22.244444444444444
156,21.4468085106383,21.382978723404257
157,22.930232558139537,22.790697674418606
158,22.23913043478261,22.195652173913043
159,22.318181818181817,22.272727272727273
160,20.958333333333332,20.875
161,21.425531914893618,21.382978723404257
162,21.680851063829788,21.574468085106382
163,22.772727272727273,22.681818181818183
164,22.59090909090909,22.454545454545453
165,21.382978723404257,21.340425531914892
166,20.833333333333332,20.791666666666668
167,21.27659574468085,21.21276595744681
168,20.489795918367346,20.428571428571427
169,20.448979591836736,20.428571428571427
170,20.6875,20.645833333333332
171,20.816326530612244,20.79591836734694
172,20.729166666666668,20.729166666666668
173,20.875,20.875
174,20.520833333333332,20.5
175,22.0,21.934782608695652
176,23.046511627906977,23.0
177,21.78723404255319,21.680851063829788
178,21.106382978723403,20.97872340425532
179,22.065217391304348,21.97826086956522
180,22.522727272727273,22.5
181,21.145833333333332,21.104166666666668
182,20.9375,20.854166666666668
183,21.5,21.47826086956522
184,22.555555555555557,22.488888888888887
185,20.9375,20.8125
186,21.630434782608695,21.52173913043478
187,21.956521739130434,21.847826086956523
188,21.46808510638298,21.4468085106383
189,23.325581395348838,23.232558139534884
190,23.162790697674417,23.093023255813954
191,22.42222222222222,22.31111111111111
192,23.045454545454547,22.886363636363637
193,22.772727272727273,22.636363636363637
194,22.90909090909091,22.772727272727273
195,21.0,20.854166666666668
196,22.318181818181817,22.295454545454547
197,23.15909090909091,23.045454545454547
198,19.86,19.84
199,21.382978723404257,21.29787234042553
200,21.955555555555556,21.933333333333334
201,21.51063829787234,21.4468085106383
202,22.08695652173913,22.043478260869566
203,21.58695652173913,21.58695652173913
204,19.94,19.9
205,21.5531914893617,21.46808510638298
206,21.91111111111111,21.866666666666667
207,22.886363636363637,22.772727272727273
208,22.57777777777778,22.488888888888887
209,20.8125,20.75
210,21.23404255319149,21.19148936170213
211,21.72340425531915,21.638297872340427
212,21.955555555555556,21.866666666666667
213,23.325581395348838,23.27906976744186
214,21.82608695652174,21.76086956521739
215,21.0625,20.9375
216,22.444444444444443,22.4
217,20.854166666666668,20.833333333333332
218,20.833333333333332,20.75
219,22.86046511627907,22.813953488372093
220,21.638297872340427,21.595744680851062
221,21.361702127659573,21.319148936170212
222,22.930232558139537,22.86046511627907
223,23.558139534883722,23.511627906976745
224,22.155555555555555,22.066666666666666
225,22.8,22.666666666666668
226,21.847826086956523,21.73913043478261
227,20.829787234042552,20.74468085106383
228,21.1875,21.166666666666668
229,21.020833333333332,21.0
230,21.27659574468085,21.23404255319149
231,19.153846153846153,19.134615384615383
232,20.346938775510203,20.306122448979593
233,21.617021276595743,21.53191489361702
234,20.833333333333332,20.75
235,22.155555555555555,22.08888888888889
236,22.02173913043478,21.956521739130434
237,21.91111111111111,21.866666666666667
238,21.595744680851062,21.53191489361702
239,22.636363636363637,22.613636363636363
240,21.25531914893617,21.148936170212767
241,21.48936170212766,21.361702127659573
242,23.372093023255815,23.27906976744186
243,21.51063829787234,21.46808510638298
244,21.148936170212767,21.06382978723404
245,21.67391304347826,21.630434782608695
246,22.886363636363637,22.75
247,21.58695652173913,21.52173913043478
248,23.976190476190474,23.952380952380953
249,22.818181818181817,22.75
250,20.38,20.32
251,20.5625,20.5625
252,21.53191489361702,21.4468085106383
253,21.565217391304348,21.52173913043478
254,20.73469387755102,20.653061224489797
255,20.163265306122447,20.122448979591837
256,19.615384615384617,19.576923076923077
257,19.49019607843137,19.45098039215686
258,21.82608695652174,21.73913043478261
259,20.16,20.14
260,23.372093023255815,23.25581395348837
261,21.5,21.41304347826087
262,21.574468085106382,21.46808510638298
263,19.686274509803923,19.666666666666668
264,22.177777777777777,22.066666666666666
265,21.21276595744681,21.127659574468087
266,21.46808510638298,21.404255319148938
267,22.636363636363637,22.545454545454547
268,22.977272727272727,22.886363636363637
269,22.08695652173913,22.02173913043478
270,20.0,19.94
271,21.27659574468085,21.19148936170213
272,21.0,20.958333333333332
273,21.06382978723404,20.97872340425532
274,22.333333333333332,22.288888888888888
275,21.27659574468085,21.21276595744681
276,22.954545454545453,22.772727272727273
277,20.387755102040817,20.367346938775512
278,22.466666666666665,22.466666666666665
279,21.319148936170212,21.21276595744681
280,21.73913043478261,21.695652173913043
281,21.76086956521739,21.630434782608695
282,20.571428571428573,20.46938775510204
283,21.595744680851062,21.5531914893617
284,22.545454545454547,22.5
285,22.466666666666665,22.444444444444443
286,21.67391304347826,21.630434782608695
287,22.022222222222222,21.933333333333334
288,21.0,20.958333333333332
289,20.653061224489797,20.551020408163264
290,20.8125,20.75
291,23.46511627906977,23.41860465116279
292,21.695652173913043,21.67391304347826
293,22.31111111111111,22.22222222222222
294,23.441860465116278,23.372093023255815
295,23.452380952380953,23.404761904761905
296,22.42222222222222,22.355555555555554
297,21.804347826086957,21.67391304347826
298,21.847826086956523,21.782608695652176
299,21.695652173913043,21.67391304347826
300,22.42222222222222,22.31111111111111
301,22.90909090909091,22.818181818181817
302,21.869565217391305,21.76086956521739
303,22.488888888888887,22.333333333333332
304,19.666666666666668,19.607843137254903
305,20.306122448979593,20.306122448979593
306,21.82608695652174,21.67391304347826
307,21.51063829787234,21.340425531914892
308,21.8,21.68888888888889
309,23.431818181818183,23.227272727272727
310,22.4,22.288888888888888
311,21.869565217391305,21.782608695652176
312,24.414634146341463,24.317073170731707
313,23.738095238095237,23.595238095238095
314,23.232558139534884,23.11627906976744
315,21.76595744680851,21.70212765957447
316,22.84090909090909,22.681818181818183
317,23.88095238095238,23.80952380952381
318,21.304347826086957,21.23913043478261
319,22.955555555555556,22.8
320,23.0,22.86046511627907
321,22.488888888888887,22.333333333333332
322,21.4468085106383,21.382978723404257
323,21.652173913043477,21.543478260869566
324,21.48936170212766,21.382978723404257
325,20.510204081632654,20.448979591836736
326,20.367346938775512,20.367346938775512
327,21.652173913043477,21.652173913043477
328,22.863636363636363,22.75
329,22.954545454545453,22.863636363636363
330,21.4468085106383,21.382978723404257
331,21.630434782608695,21.5
332,22.0,21.91304347826087
333,20.708333333333332,20.708333333333332
334,20.2,20.18
335,19.25,19.153846153846153
336,19.627450980392158,19.58823529411765
337,22.84090909090909,22.772727272727273
338,22.377777777777776,22.31111111111111
339,23.069767441860463,22.953488372093023
340,23.325581395348838,23.25581395348837
341,22.90909090909091,22.818181818181817
342,21.58695652173913,21.543478260869566
343,21.659574468085108,21.595744680851062
344,22.355555555555554,22.31111111111111
345,23.833333333333332,23.571428571428573
